uniqueid,yr,id,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,m11,m12
202465,2024,65,"6,443","14,772","35,578","18,048","10,552","23,596","12,964","16,304","15,036","4,480",0,0
