uniqueid,yr,kpi_id,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,m11,m12
202473,2024,73,4713.61,5465.0,4542.83,4201.29,3518.2,4115.9,3893.9,4013.44,,,,
