uniqueid,yr,kpi_id,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,m11,m12
202468,2024,68,424.33,1106.87,819.97,1152.14,1145.67,1084.5,1037.68,1291.21,2027.03,0.0,0.0,0.0
