uniqueid,yr,kpi_id,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,m11,m12
202466,2024,66,60000.0,64000.0,72000.0,49000.0,58000.0,59000.0,53000.0,61000.0,67000.0,,,
