uniqueid,yr,kpi_id,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,m11,m12
202450,2024,50,1803329.0,1595351.0,1817621.0,1510300.0,1751908.0,1361428.0,1626827.0,1933390.0,2096338.0,1463583.0,,
