uniqueid,yr,kpi_id,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,m11,m12
202465,2024,65,6443.0,14772.0,35578.0,18048.0,10552.0,23596.0,12964.0,16304.0,15036.0,4480.0,0.0,0.0
