m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,m11,m12,kpi_id,uniqueid,yr
10.55,12.65,15.81,9.49,11.58,24.02,24.77,25.73,26.54,0.0,0.0,0.0,70,202470,2024
