yr,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,m11,m12,kpi_id,uniqueid
2024,10551.73,12652.9,15809.6,9497.6,11577.65,24017.56,24770.73,25727.13,26538.7,28678.39,,,69,202469
