uniqueid,yr,kpi_id,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,m11,m12
202418,2024,18,0.77,25.22,3.14,5.96,3.74,2.45,1.22,1.66,0.37,0.0,0.0,0.0
