uniqueid,yr,kpi_id,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,m11,m12
202417,2024,17,0.27065591592679833,0.5987025446571338,0.6959412978674616,0.5428167455584928,1.0427730460921845,1.5278525296017225,0.26110979087452474,0.5426003522195907,0.3710695216007766,,,
