uniqueid,yr,kpi_id,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,m11,m12
202410,2024,10,2436.050216017155,3760.9278459724537,8.252545497658753,0.6621201085876978,0.0,0.0,5.532241596678688,32.58525181158483,0.0,0.0,,
